id,link,title,content,screenshot_path,publish_time
41,https://ct.ah.gov.cn/ztzl/dsjahwhhmxfj/index.html,第十届安徽文化惠民消费季,,,
42,https://ct.ah.gov.cn/ztzl/xxgcxjpxsdzgtsshzysxztjy/index.html,学习贯彻习近平新时代中国特色社会主义思想主题教育,,,
43,https://ct.ah.gov.cn/ztzl/srxxxcgcddesdjs/index.html,学习贯彻党的二十大精神,,,
44,https://www.gov.cn/zhengce/zczhjd/,重要政策举措及实施效果,,,
48,https://ct.ah.gov.cn/zwxw/tzgg/8788535.html,2023年艺术、图书、文博、群文系列高级职称专业答辩结果公示,,,
49,https://ct.ah.gov.cn/zwxw/tzgg/8788423.html,关于举办第三届全省“最美文物安全守护人”遴选活动的通知,,,
50,https://ct.ah.gov.cn/zwxw/tzgg/8788389.html,关于公布首届安徽省乡村民宿创意设计大赛获奖名单的通知,,,
51,https://ct.ah.gov.cn/zwxw/tzgg/8788314.html,安徽旅游民宿发展带头人公示,,,
53,https://ct.ah.gov.cn/zwxw/gzdt/8788565.html,创新办展模式  实现资源共享 《诗心归处——李白在皖南文化展》推出,,,
54,https://ct.ah.gov.cn/zwxw/gzdt/8788538.html,安徽省图书馆获评第四届安徽省 “敬老文明号”,,,
55,https://ct.ah.gov.cn/zwxw/gzdt/8788536.html,安徽省美术馆：把“敦煌”送到藏族学子身边,,,
56,https://ct.ah.gov.cn/zwxw/gzdt/8788526.html,安徽省第三季度文化和旅游市场举报投诉情况,,,
58,https://ct.ah.gov.cn/zwxw/qswlxxlb/8788702.html,淮北市做活“文旅+”让“流量”变“留量”,,,
59,https://ct.ah.gov.cn/zwxw/qswlxxlb/8788681.html,六安市“赏秋”旅游经济持续升温,,,
60,https://ct.ah.gov.cn/zwxw/qswlxxlb/8788515.html,固镇县垓下遗址：旅游赋能乡村旺 振兴跑出加速度,,,
61,https://ct.ah.gov.cn/zwxw/qswlxxlb/8788457.html,六安市“三下乡”助力民宿高品质发展,,,
62,https://ct.ah.gov.cn/zwxw/qswlxxlb/8788412.html,六安市多举措推进民宿多业态融合发展,,,
63,https://ct.ah.gov.cn/zwxw/qswlxxlb/8788411.html,铜陵市文旅局多措并举提升公共文化服务质效,,,
64,https://ct.ah.gov.cn/zwxw/qswlxxlb/8788338.html,池州市文旅局多措并举整治旅游市场秩序,,,
65,https://ct.ah.gov.cn/zwxw/qswlxxlb/8788298.html,融入长三角，“淮畔明珠”牵手“六朝古都”,,,
66,https://ct.ah.gov.cn/zwxw/qswlxxlb/8788235.html,淮北市“三味”聚力助推文旅产业提质增效,,,
67,https://ct.ah.gov.cn/zwxw/qswlxxlb/8788160.html,芜湖市：“文化+音乐”锻造文旅新IP,,,
68,https://ct.ah.gov.cn/zwxw/mtjj/8788695.html,事关知识产权，发布会权威消息,,,
69,https://ct.ah.gov.cn/zwxw/mtjj/8788663.html,习近平主持召开中央全面深化改革委员会第三次会议强调：全面推进美丽中国建设 健全自然垄断环节监管体制机制,,,
70,https://ct.ah.gov.cn/zwxw/mtjj/8788494.html,李强主持召开国务院常务会议 研究推动稀土产业高质量发展有关工作等,,,
71,https://ct.ah.gov.cn/zwxw/mtjj/8788395.html,中央金融工作会议在北京举行 习近平李强作重要讲话,,,
72,https://ct.ah.gov.cn/zwxw/mtjj/8788277.html,习近平在中共中央政治局第九次集体学习时强调：铸牢中华民族共同体意识 推进新时代党的民族工作高质量发展,,,
73,https://ct.ah.gov.cn/zwxw/mtjj/8788276.html,事关专利，刚刚多部门发布最新消息！,,,
74,https://ct.ah.gov.cn/zwxw/mtjj/8788275.html,事关未成年人网络保护，权威回应,,,
75,https://ct.ah.gov.cn/zwxw/mtjj/8788274.html,中共中央政治局召开会议 审议《关于进一步推动新时代东北全面振兴取得新突破若干政策措施的意见》 中共中央总书记习近平主持会议,,,
76,https://ct.ah.gov.cn/zwxw/mtjj/8788157.html,将增发1万亿元国债！怎么用？权威回应,,,
77,https://ct.ah.gov.cn/zwxw/mtjj/8788125.html,事关社会救助和老年助餐，多部门发布最新消息！,,,
87,https://ct.ah.gov.cn/public/6595841/8788586.html,安徽慕娱文化传媒有限公司申请演出经纪机构设立审批,,,
88,https://ct.ah.gov.cn/public/6595841/8788587.html,安徽盛合影视传媒有限公司申请演出经纪机构设立审批,,,
89,https://ct.ah.gov.cn/public/6595841/8788588.html,安徽海豚新媒体产业发展有限公司申请营业性演出许可证注销审批,,,
90,https://ct.ah.gov.cn/public/6595841/8788589.html,安徽逐梦之音网络科技有限公司申请演出经纪机构设立审批,,,
91,https://ct.ah.gov.cn/public/6595841/8788590.html,安徽络合兔科技有限公司申请网络文化经营许可证到期延续审批,,,
92,https://ct.ah.gov.cn/public/6595841/8788591.html,安徽海豚新媒体产业发展有限公司申请演出经纪机构设立审批,,,
93,https://ct.ah.gov.cn/public/6595841/8788576.html,安徽米静网络科技有限公司申请网络文化经营许可证注销审批,,,
94,https://ct.ah.gov.cn/public/6595841/8780181.html,关于印发《安徽省文化和旅游科研课题管理办法（试行）》的通知,,,
95,https://ct.ah.gov.cn/public/6595841/8740014.html,关于印发《安徽省民营艺术院团“四个十”评选管理办法》的通知,,,
96,https://ct.ah.gov.cn/public/6595841/8741029.html,省文化和旅游厅 省商务厅 省管局关于印发《“皖美好味道•百县名小吃”特色美食体验店认定管理办法（试行）》的通知,,,
97,https://ct.ah.gov.cn/public/6595841/8732640.html,安徽省文化和旅游厅关于印发《安徽省文化市场综合行政执法事项指导目录（2022年版）》的通知,,,
98,https://ct.ah.gov.cn/public/6595841/8482111.html,安徽省文化和旅游厅  安徽省教育厅关于印发《安徽省文化艺术类校外培训机构设置标准（试行）》《安徽省文化艺术类校外培训机构审批流程（试行）》的通知,,,
99,https://ct.ah.gov.cn/public/6595841/8740005.html,关于印发《安徽省文化和旅游厅加强旅游服务质量监管提升旅游服务质量实施方案》的通知,,,
100,https://ct.ah.gov.cn/public/6595841/8740048.html,关于印发《安徽省省级非物质文化遗产代表性传承人认定与管理办法》的通知,,,
101,https://ct.ah.gov.cn/public/6595841/8787829.html,【上级政策解读】一图读懂国务院办公厅印发关于释放旅游消费潜力推动旅游业高质量发展的若干措施,,,
102,https://ct.ah.gov.cn/public/6595841/8782448.html,【上级政策解读】一图读懂《元宇宙产业创新发展三年行动计划（2023－2025年）》,,,
103,https://ct.ah.gov.cn/public/6595841/8782447.html,【上级政策解读】《元宇宙产业创新发展三年行动计划（2023－2025年）》解读,,,
104,https://ct.ah.gov.cn/public/6595841/8782451.html,【上级政策解读】《文化和旅游部 公安部关于加强电竞酒店管理中未成年人保护工作的通知》政策解读,,,
105,https://ct.ah.gov.cn/public/6595841/8780197.html,【部门解读】一图读懂《安徽省文化和旅游科研课题管理办法（试行）》,,,
106,https://ct.ah.gov.cn/public/6595841/8777961.html,【上级政策解读】乡村文旅带头人支持项目实施方案印发,,,
107,https://ct.ah.gov.cn/public/6595841/8777953.html,【上级政策解读】国家文旅科技创新研发项目推荐启动,,,
121,http://hrss.ah.gov.cn/,省人力资源和社会保障厅,,,
175,http://wlt.xinjiang.gov.cn/,新疆维吾尔自治区文化和旅游厅,,,
176,http://whhlyt.nx.gov.cn/,宁夏回族自治区文化和旅游厅,,,
179,http://wlt.nmg.gov.cn/,内蒙古自治区文化和旅游厅,,,
182,http://wlt.jiangsu.gov.cn/,江苏省文化和旅游厅（省文物局）,,,
188,http://lwt.hainan.gov.cn/,海南省旅游和文化广电体育厅,,,
189,http://whlyw.cq.gov.cn/,重庆市文化和旅游发展委员会,,,
190,http://wlt.gxzf.gov.cn/,广西壮族自治区文化和旅游厅,,,
199,http://www.anhuify.net/,安徽省非物质文化遗产保护中心,,,
200,https://www.ahctic.cn/,安徽省文化和旅游信息中心,,,
224,https://weibo.com/ahslyj?is_hot=1,官方微博：https://weibo.com/ahslyj?is_hot=1,,,
225,https://www.douyin.com/user/MS4wLjABAAAAkARWCBo66Yw8tJ2TyhatPdq0G4rh3aX6edsdtJbMtdg,官方抖音：https://www.douyin.com/user/MS4wLjABAAAAkARWCBo66Yw8tJ2TyhatPdq0G4rh3aX6edsdtJbMtdg,,,
226,https://app.ah12301.com/,游安徽APP微信客户端：https://app.ah12301.com,,,
227,https://apps.apple.com/cn/app/%E7%9A%96%E6%B8%B8%E9%80%9A/id1488565219,游安徽APP苹果商城：https://apps.apple.com/cn/app/%E7%9A%96%E6%B8%B8%E9%80%9A/id1488565219,,,
228,https://appgallery.cloud.huawei.com/uowap/index.html#/detailApp/C101711975,游安徽APP安卓客户端：https://appgallery.cloud.huawei.com/uowap/index.html#/detailApp/C101711975,,,
230,https://www.ahctic.cn/zhuanti/food/,皖美好味道 百县名小吃,,,
231,https://www.ahctic.cn/zhuanti/mssjds,“醉”美乡村·皖美好宿——首届安徽省乡村民宿创意设计大赛,,,
234,https://ct.ahsz.gov.cn/wldg/shwh/194153571.html,全国“我的书屋·我的梦”活动获奖名单出炉，我市一幅作品入选,,,
235,https://ct.ahsz.gov.cn/wldg/shcezxdz/194335521.html,我省部署常态化扫黑除恶“打早除小”工作,,,
236,https://ct.ahsz.gov.cn/wldg/whsc/194329241.html,宿州市广播电视新闻出版局开展非法卫星电视广播地面接收设施专项督导检查,,,
237,https://ct.ahsz.gov.cn/wldg/lyjd/194324611.html,运河寻梦 共享瑰宝 多彩非遗 齐聚宿州2023中国（宿州）大运河文化带非遗展暨安徽省传统戏剧扶持项目汇演比赛成功举办,,,
238,https://ct.ahsz.gov.cn/wldg/whcy/194297801.html,振兴乡村文旅 共话山芋情意,,,
239,https://ct.ahsz.gov.cn/wldg/shwh/193653301.html,宿州市文化和旅游局政务服务工作被文旅部表彰为全国优秀典型案例,,,
240,https://ct.ahsz.gov.cn/wldg/shwh/194260921.html,宿州市“信易阅”工作荣获全省优秀信用案例和信用应用场景微视频,,,
241,https://mp.weixin.qq.com/s/UVAap5vC-R_Xh_2E_heXwA,游美景、品美食、赏非遗，驾游宿州采风活动圆满结束,,,
242,https://mp.weixin.qq.com/s/fUEO1sLyFaFV-v5XnTn8JQ,新展预告丨苏鲁豫皖汉画联展,,,
243,https://mp.weixin.qq.com/s/4FS9TTd7RIYEjVe6i34aZg,2023年宿州市首届大地歌会“天鹅湾馫街杯”主城区市民赛复赛,,,
244,https://www.gov.cn/zhengce/202311/content_6914732.htm,民政部职能配置、内设机构和人员编制规定,,,
245,https://www.gov.cn/zhengce/202311/content_6914736.htm,金融监管总局职能配置、内设机构和人员编制规定,,,
246,https://www.gov.cn/zhengce/202311/content_6914746.htm,中国证监会职能配置、内设机构和人员编制规定,,,
248,http://www.gov.cn/zhengce/content/2023-05/18/content_5755826.htm,国务院关于同意扩大内地居民婚姻登记“跨省通办”试点的批复,,,
249,http://www.gov.cn/zhengce/content/2023-04/26/content_5753299.htm,国务院办公厅关于优化调整稳就业政策措施全力促发展惠民生的通知,,,
250,http://www.gov.cn/zhengce/content/2023-04/25/content_5753130.htm,国务院办公厅关于推动外贸稳规模优结构的意见,,,
251,https://www.ah.gov.cn/zwyw/jryw/564277951.html,更好发挥大黄山龙头带动作用 加快推进高品质旅游强省建设,,,
252,https://www.ah.gov.cn/zwyw/jryw/564277881.html,国务院推动高质量发展综合督查第八督查组来皖开展实地督查,,,
253,https://www.ah.gov.cn/zwyw/jryw/564277871.html,韩俊与张碧涌举行工作会谈,,,
254,https://www.ah.gov.cn/public/1681/564277591.html,安徽省人民政府关于印发进一步优化外商投资环境加大吸引外商投资力度若干措施的通知,,,
255,https://www.ah.gov.cn/public/1681/564276081.html,安徽省人民政府关于印发打造通用人工智能产业创新和应用高地若干政策的通知,,,
256,https://www.ah.gov.cn/public/1681/564273311.html,安徽省人民政府关于印发安徽省2023年重点项目清单（第二批）的通知,,,
257,https://ct.ahsz.gov.cn/xxfb/szxw/194342601.html,习近平在北京河北考察灾后恢复重建工作时强调 再接再厉抓好灾后恢复重建 确保广大人民群众安居乐业温暖过冬,,,
258,https://ct.ahsz.gov.cn/xxfb/szxw/194337921.html,事关知识产权，发布会权威消息,,,
259,https://ct.ahsz.gov.cn/xxfb/szxw/194332701.html,习近平主持召开中央全面深化改革委员会第三次会议强调 全面推进美丽中国建设 健全自然垄断环节监管体制机制,,,
260,https://ct.ahsz.gov.cn/xxfb/szxw/194326421.html,李强主持召开国务院常务会议 研究推动稀土产业高质量发展有关工作 讨论《中华人民共和国国境卫生检疫法（修订草案）》 审议通过《中华人民共和国专利法实施细则（修正草案）》,,,
261,https://ct.ahsz.gov.cn/xxfb/szxw/194319621.html,中央金融工作会议在北京举行,,,
262,https://ct.ahsz.gov.cn/xxfb/szxw/194310861.html,习近平在中共中央政治局第九次集体学习时强调 铸牢中华民族共同体意识 推进新时代党的民族工作高质量发展,,,
263,https://ct.ahsz.gov.cn/xxfb/szxw/194310451.html,事关专利，刚刚多部门发布最新消息！,,,
264,https://ct.ahsz.gov.cn/xxfb/szxw/194310041.html,事关未成年人网络保护，权威回应,,,
265,https://ct.ahsz.gov.cn/xxfb/szxw/194309631.html,习近平主持中央政治局会议 审议《关于进一步推动新时代东北全面振兴取得新突破若干政策措施的意见》,,,
266,https://ct.ahsz.gov.cn/xxfb/szxw/194301771.html,将增发1万亿元国债！怎么用？权威回应,,,
267,https://ct.ahsz.gov.cn/ztzl/xxgcddesdjs/index.html,学习贯彻党的二十大精神,,,
271,https://ct.ahsz.gov.cn/xxfb/tzgg/194341781.html,关于推荐“最美公共文化空间”的公示,,,
272,https://ct.ahsz.gov.cn/xxfb/tzgg/194341761.html,关于推荐“送戏进万村”活动最佳组织单位和最佳演出院团的公示,,,
273,https://mp.weixin.qq.com/s/FA8xAafzGWv2coXQ9lVigA,宿州市文化和旅游局发布中秋、国庆假期出游温馨提示,,,
274,https://ct.ahsz.gov.cn/xxfb/tzgg/194216691.html,关于“徽动消费 乐享宿州 惠购金秋”文旅消费券发放拟入选平台名单的公示,,,
275,https://ct.ahsz.gov.cn/xxfb/tzgg/194207781.html,关于拟推荐申报第七批省级非物质文化遗产代表性传承人名单公示,,,
276,https://ct.ahsz.gov.cn/xxfb/tzgg/194190051.html,关于公开征选“520宿州文旅”惠民消费券发放平台企业的公告,,,
277,https://ct.ahsz.gov.cn/xxfb/tzgg/194169121.html,文化和旅游部办公厅关于开展2023年文化和旅游企业服务月活动的通知,,,
278,https://ct.ahsz.gov.cn/wldg/whsc/194284991.html,宿州市文化和旅游局联合多部门开展“双随机、一公开”检查行动,,,
279,https://ct.ahsz.gov.cn/wldg/whsc/194255411.html,中秋国庆假日宿州文旅市场平稳有序 供需两旺,,,
280,https://ct.ahsz.gov.cn/wldg/whsc/194243951.html,市文旅局局长李伟督导中秋国庆节前景区安全生产工作,,,
281,https://ct.ahsz.gov.cn/wldg/whsc/194220781.html,文旅部最新提醒！中秋节、国庆节假期出游提示,,,
282,https://ct.ahsz.gov.cn/wldg/whsc/194207771.html,版权宣传进学校，科普活动助成长,,,
283,https://ct.ahsz.gov.cn/wldg/whsc/194203941.html,宿州市广播电视新闻出版局开展2023年侵权盗版及非法出版物集中销毁行动,,,
286,http://ct.ahsz.gov.cn/public/2655611/194276401.html,《旅游电子合同管理与服务规范》解读,,,
287,http://ct.ahsz.gov.cn/public/2655611/194137371.html,《文化和旅游部 公安部关于加强电竞酒店管理中未成年人保护工作的通知》政策解读,,,
288,http://ct.ahsz.gov.cn/public/2655611/194116821.html,（一图读懂）《非物质文化数字化保护  数字资源采集和著录》,,,
289,http://ct.ahsz.gov.cn/public/2655611/194089681.html,安徽省文化和旅游厅《关于开展第七批省级非物质文化遗产代表性传承人推荐申报工作的通知》解读,,,
290,http://ct.ahsz.gov.cn/public/2655611/194138691.html,【负责人解读】宿州市文化和旅游局副局长郭欣解读《“520宿州文旅”惠民消费季实施方案》,,,
291,http://ct.ahsz.gov.cn/public/2655611/194186221.html,【媒体解读】安徽全面加强旅行社和导游管理工作,,,
292,http://ct.ahsz.gov.cn/public/2655611/193654191.html,《文化和旅游标准化工作管理办法》解读,,,
293,https://mp.weixin.qq.com/s/IH0ucnzC5vEY72u8hO_DRQ,文化和旅游部召开2023中国原生民歌节新闻发布会,,,
294,https://mp.weixin.qq.com/s/1esR2IZib25zloYjzZpOvQ,安徽10月份依法处置一批违法违规网站和账号,,,
295,https://mp.weixin.qq.com/s/tqT0hBNMAMuEHq20AkeWmQ,宿州最新回应来了！事关企业税收优惠政策,,,
296,https://mp.weixin.qq.com/s/-oupuqRryItWJC4HfevDQA,“萧县歌王” 就是她们！,,,
297,http://ct.ahsz.gov.cn/public/2655611/194337281.html,大地歌会“天鹅湾馫街杯”主城区市民赛决赛成绩公告,,,
298,http://ct.ahsz.gov.cn/public/2655611/194206071.html,关于驾游安徽“六好”名单的公示,,,
299,https://ct.ahsz.gov.cn/site/tpl/150895601?rowguid=57cf4fac-c6a6-407f-9561-8f8f051b72cc,咨询动漫艺术文学类展览,,,
303,https://ct.ahsz.gov.cn/site/tpl/150895601?rowguid=eb7d8169-7744-4e78-a3f7-55eebba5f889,关于宿州市图书馆的问题,,,
304,https://ct.ahsz.gov.cn/site/tpl/150895601?rowguid=3296d027-cc27-425a-bddd-c4dbc9cf15e8,请问萧县有哪些非物质文化遗产？哪里可以查询的到？,,,
305,https://ct.ahsz.gov.cn/content/article/193425401,“运河情·宿州梦”大运河文化主题文学、摄影作品征集,,,
306,https://ct.ahsz.gov.cn/content/article/192705711,关于对《宿州市非物质文化遗产保护条例》（征求意见稿）的反馈意见,,,
307,https://ct.ahsz.gov.cn/content/article/182933677,关于面向社会公开征求《关于促进全域旅游发展加快旅游强市建设的实施意见》意见的函,,,
308,https://ct.ahsz.gov.cn/content/article/52271410,宿州市博物馆《宿州百姓收藏展》 展品征集公告,,,
309,https://ct.ahsz.gov.cn/content/article/16438829,关于大型惠民活动征求意见,,,
310,https://ct.ahsz.gov.cn/content/article/27730107,“文明旅游随手拍”公益拍客征集大赛,,,
311,https://ct.ahsz.gov.cn/content/article/14251976,关于公开征集宿州市“新时代讲习所”标识设计方案的启事,,,
312,https://ct.ahsz.gov.cn/wldg/lyjd/194295631.html,心灵归宿 幸福之州 精彩亮相2023中国杭州大学生旅游节,,,
313,https://ct.ahsz.gov.cn/wldg/lyjd/194291711.html,中国（宿州）大运河文化带非遗展（视频）,,,
314,https://ct.ahsz.gov.cn/wldg/lyjd/194256441.html,宿州市“双节”同庆精彩不断      文化“大餐”亮点纷呈,,,
315,https://ct.ahsz.gov.cn/wldg/lyjd/194220791.html,心灵归宿 幸福之州 | 精彩亮相第五届大运河文旅博览会 文旅推介惠民,,,
316,https://ct.ahsz.gov.cn/wldg/lyjd/194206051.html,“心灵归宿 幸福之州”宿州文旅精彩亮相宁波,,,
320,http://www.gov.cn/,中华人民共和国中央人民政府,,,
321,http://www.12377.cn/,违法与不良信息举报中心,,,
327,https://www.anqing.gov.cn/xwxx/ztzl/ztzl/xxjxs/2006677411.html,学习进行时丨从夏到冬，这些事总书记“时时放心不下”,,,
328,https://ct.anqing.gov.cn/xxfb/wlyw/2003277061.html,省文旅厅中秋国庆假日安全生产督查组来我市督查检查,,,
329,https://ct.anqing.gov.cn/xxfb/wlyw/2003321971.html,文化和旅游部专家来安庆开展“长江大合唱”创作采风,,,
330,https://ct.anqing.gov.cn/xxfb/wlyw/2003310811.html,纪念《女驸马》首演65周年暨创作往事追忆座谈会在安庆举行,,,
331,https://ct.anqing.gov.cn/xxfb/wlyw/2003304401.html,海风·中国海派书画名家作品展在安庆市美术馆开幕,,,
332,https://ct.anqing.gov.cn/xxfb/wlyw/2003289131.html,2023年黄梅戏剧本研讨会在安庆市召开,,,
333,https://www.ah.gov.cn/zwyw/jryw/564277561.html,做大做强主导产业 加快构建现代化产业体系,,,
334,https://www.ah.gov.cn/zwyw/jryw/564277551.html,强化深度融入长三角一体化发展桥头堡作用 为全面建设现代化美好安徽作出更大贡献,,,
335,https://ct.anqing.gov.cn/xxfb/wlyw/2003277471.html,中秋国庆假日出游温馨提示,,,
336,https://ct.anqing.gov.cn/xxfb/wlyw/2003270461.html,我市组织参加全省文化和旅游行业安全生产和假日市场工作电视电话会议,,,
337,https://ct.anqing.gov.cn/xxfb/wlyw/2003225551.html,全国文化和旅游行业安全生产培训和应急演练在安庆潜山举办,,,
338,https://ct.anqing.gov.cn/xxfb/wlyw/2003225531.html,2023年全国文化和旅游行业安全生产培训在潜山举行张君毅周明洁致辞 侯振刚讲话,,,
339,https://ct.anqing.gov.cn/xxfb/wlyw/2003336561.html,全市应急广播提升工程推进会召开,,,
340,https://ct.anqing.gov.cn/xxfb/wlyw/2003333491.html,安庆潜山市入选全国首批文化产业赋能乡村振兴试点名单,,,
341,https://ct.anqing.gov.cn/wlxx/2003343081.html,怀宁县举办“奋进新征程·建功新时代”全民阅读活动,,,
342,https://ct.anqing.gov.cn/wlxx/2003338521.html,第二期“安徽古保讲坛”在安庆召开,,,
343,https://ct.anqing.gov.cn/wlxx/2003324061.html,市杂技团选手荣获安庆市第五届职工歌手大赛三等奖,,,
344,https://ct.anqing.gov.cn/wlxx/2003323721.html,市文旅局赴宿松县督导调研广播电影电视工作,,,
345,https://ct.anqing.gov.cn/wlxx/2003323041.html,市文化市场综合执法支队党支部赴中共安庆建党会议旧址开展革命传统教育,,,
346,https://ct.anqing.gov.cn/wlxx/2003319091.html,加强队伍建设 提升文化执法能力,,,
347,https://ct.anqing.gov.cn/wlxx/2003318881.html,安庆市文化馆（美术馆）联合党支部开展主题党日活动,,,
348,https://ct.anqing.gov.cn/public/4018437/2006675991.html,关于安庆市文化和旅游局规范性文件清理结果,,,
349,https://ct.anqing.gov.cn/public/4018437/2006675721.html,关于印发《安庆市文旅创意产业发展规划（2022-2030年）》的通知,,,
350,https://ct.anqing.gov.cn/public/4018437/2006673721.html,安庆市文化和旅游局2023年三季度规范性文件备案信息及成文过程,,,
351,https://ct.anqing.gov.cn/public/4018437/2006541651.html,安庆市文化和旅游局2023年二季度规范性文件备案信息及成文过程,,,
352,https://ct.anqing.gov.cn/public/4018437/2006541631.html,安庆市文化和旅游局2023年一季度规范性文件备案信息及成文过程,,,
353,https://ct.anqing.gov.cn/public/4018437/2006541621.html,安庆市文化和旅游局规范性文件清理结果,,,
354,https://ct.anqing.gov.cn/public/4018437/2006541601.html,安庆市文化和旅游局现行有效规范性文件目录（动态更新）,,,
355,https://ct.anqing.gov.cn/xxfb/tzgg/2003277761.html,安庆市2023年旅行社企业单位“白名单”,,,
356,https://ct.anqing.gov.cn/xxfb/tzgg/2003340591.html,2023年“送戏进万村”最佳演出院团推荐名单公示,,,
357,https://ct.anqing.gov.cn/xxfb/tzgg/2003297281.html,关于拟推荐参评2023年三季度安徽省广播电视新闻作品季度推优活动的作品的公示,,,
358,https://ct.anqing.gov.cn/xxfb/tzgg/2003298681.html,安庆市文化和旅游局本级2022年度一般公共预算财政拨款“三公”经费支出决算,,,
359,https://ct.anqing.gov.cn/xxfb/tzgg/2003298661.html,安庆市文化馆2022年度一般公共预算财政拨款“三公”经费决算支出公开,,,
